Time,Gesture,Hand,Pos_X,Pos_Y,Pos_Z,Rot_X,Rot_Y,Rot_Z,Rot_W
9.422551,1,Right,1.093119,2.737535,0.1625274,-0.4574287,0.3226467,0.6000684,0.5714683
9.433652,1,Right,1.093079,2.737664,0.1624681,-0.4575086,0.3225906,0.6002312,0.571265
9.444929,1,Right,1.09348,2.737729,0.162628,-0.4570417,0.3209439,0.6013202,0.571421
9.456159,1,Right,1.09348,2.736849,0.1621221,-0.4544233,0.3190491,0.6048168,0.5708798
9.467459,1,Right,1.094076,2.736213,0.1612867,-0.4516652,0.3181048,0.6089933,0.569153
9.47827,1,Right,1.093993,2.735837,0.1607998,-0.4499861,0.3169688,0.613033,0.5667749
9.489287,1,Right,1.094485,2.736061,0.1601022,-0.4472226,0.3130521,0.6195824,0.5640107
9.500065,1,Right,1.095022,2.735626,0.1586585,-0.4457099,0.3087092,0.6256067,0.5609435
9.511291,1,Right,1.096799,2.736219,0.1565017,-0.4440387,0.3053399,0.6316142,0.5573694
9.522624,1,Right,1.098263,2.736612,0.1537228,-0.4422476,0.3039753,0.6367472,0.5536868
9.533452,1,Right,1.101396,2.737268,0.1492294,-0.4397368,0.3078106,0.6412067,0.548396
9.544785,1,Right,1.104608,2.73858,0.1440462,-0.43737,0.3133897,0.6435462,0.5443737
9.555685,1,Right,1.108472,2.739621,0.1387552,-0.4352081,0.3207679,0.6425673,0.5429633
9.567129,1,Right,1.113266,2.740112,0.1330706,-0.4329333,0.3289281,0.6397052,0.5432792
9.57848,1,Right,1.11951,2.740572,0.1272068,-0.4302315,0.3386579,0.6336517,0.546532
9.589108,1,Right,1.125044,2.741565,0.1209191,-0.4270437,0.3461492,0.630171,0.5483602
9.600398,1,Right,1.131265,2.742592,0.113165,-0.4244572,0.3545907,0.626892,0.5487331
9.611015,1,Right,1.137605,2.743785,0.1052917,-0.4221372,0.3617867,0.6256202,0.547275
9.622624,1,Right,1.144537,2.74534,0.09637684,-0.419006,0.3727201,0.6268022,0.5409554
9.634002,1,Right,1.152171,2.746889,0.08634057,-0.4144282,0.3846527,0.6283672,0.5342717
9.644703,1,Right,1.159373,2.748389,0.07561589,-0.4096256,0.3972687,0.6301627,0.5265733
9.655675,1,Right,1.166315,2.749683,0.06456741,-0.4050315,0.4104322,0.6315976,0.5182463
9.667564,1,Right,1.174089,2.751101,0.05315518,-0.3998083,0.4259205,0.632549,0.5085536
9.678042,1,Right,1.182297,2.752514,0.04078857,-0.3946073,0.4399643,0.6324935,0.500668
9.689347,1,Right,1.189648,2.753336,0.02900908,-0.3898516,0.4522496,0.6319407,0.4941021
9.700683,1,Right,1.19812,2.754499,0.01629458,-0.3837589,0.46569,0.6314585,0.4869518
9.711261,1,Right,1.207608,2.756756,0.001634844,-0.3751343,0.4816453,0.6316722,0.477789
9.722725,1,Right,1.214206,2.75682,-0.01203992,-0.3696776,0.4932167,0.6311957,0.4708161
9.734136,1,Right,1.221187,2.758577,-0.02822607,-0.359942,0.5129978,0.6301457,0.4584663
9.744902,1,Right,1.227707,2.758942,-0.04446288,-0.3530643,0.52873,0.6281014,0.4486411
9.756104,1,Right,1.233737,2.760343,-0.05976357,-0.3506892,0.5495895,0.6191995,0.4376762
9.767017,1,Right,1.239869,2.76044,-0.07572707,-0.3488947,0.5674708,0.6106076,0.4282613
9.778533,1,Right,1.245721,2.759786,-0.09084516,-0.3482291,0.5842438,0.6010647,0.4196628
9.789243,1,Right,1.250519,2.758398,-0.1068489,-0.3457749,0.5999997,0.5930568,0.4107599
9.800465,1,Right,1.256313,2.758038,-0.1187074,-0.3456007,0.6139752,0.5831844,0.4043397
9.811122,1,Right,1.261039,2.756305,-0.1348348,-0.3426392,0.6291261,0.5747012,0.3956227
9.822436,1,Right,1.263644,2.75646,-0.1398365,-0.3371804,0.6396375,0.5741283,0.3841224
9.833725,1,Right,1.266248,2.754323,-0.1522935,-0.3321817,0.6525057,0.5695519,0.3734999
9.844577,1,Right,1.266923,2.755,-0.1543257,-0.3213828,0.6544623,0.5813979,0.361066
9.856142,1,Right,1.267927,2.754769,-0.1589478,-0.3127596,0.6559201,0.5905075,0.3510714
9.867166,1,Right,1.268865,2.754468,-0.1632327,-0.3032821,0.6558275,0.6006052,0.3423208
9.878389,1,Right,1.269621,2.754017,-0.1654771,-0.2940658,0.6548835,0.610325,0.3348975
9.889635,1,Right,1.269266,2.753949,-0.1680714,-0.2913094,0.6519179,0.614284,0.3358529
9.900569,1,Right,1.269492,2.754124,-0.1667327,-0.2952027,0.6458219,0.6132923,0.3458931
9.911883,1,Right,1.268591,2.754036,-0.1655917,-0.298588,0.64346,0.6109884,0.3514223
9.922957,1,Right,1.266815,2.753731,-0.1630743,-0.3064969,0.6400652,0.6065387,0.3584508
9.934627,1,Right,1.264302,2.753111,-0.1586559,-0.315355,0.6328981,0.6026331,0.3698981
9.945127,1,Right,1.261112,2.752407,-0.1534488,-0.3265074,0.6246037,0.5992284,0.3797215
9.956297,1,Right,1.257786,2.751645,-0.1467704,-0.3375128,0.6131802,0.5993546,0.388419
9.967749,1,Right,1.253659,2.750699,-0.1387649,-0.3440134,0.6026308,0.6025031,0.3943107
9.978764,1,Right,1.24877,2.74946,-0.129481,-0.348633,0.5906521,0.6084475,0.3992202
9.989584,1,Right,1.243526,2.748678,-0.1200651,-0.3517142,0.5780447,0.6159635,0.4034235
10.00134,1,Right,1.237925,2.748438,-0.1098516,-0.353963,0.5624077,0.6259021,0.4082332
10.01208,1,Right,1.230236,2.747139,-0.09844332,-0.3585904,0.5463449,0.6336905,0.4139523
10.02274,1,Right,1.223359,2.746295,-0.08806177,-0.3636921,0.5306674,0.6405569,0.4192935
10.0338,1,Right,1.216654,2.744932,-0.07777973,-0.3686197,0.5150194,0.6469551,0.4246454
10.04488,1,Right,1.20839,2.743099,-0.06661978,-0.3729537,0.4979151,0.6544694,0.4297162
10.05642,1,Right,1.202257,2.742477,-0.05623256,-0.3752168,0.4809327,0.6636102,0.4330562
10.06717,1,Right,1.194652,2.739992,-0.04487216,-0.3783279,0.464238,0.6713328,0.4366502
10.07825,1,Right,1.190554,2.739918,-0.03605502,-0.379012,0.4486947,0.6825386,0.4349299
10.08959,1,Right,1.184725,2.738008,-0.0268231,-0.3802574,0.4343165,0.6910596,0.4349829
10.10058,1,Right,1.181767,2.739233,-0.02075764,-0.3787749,0.4245794,0.7013016,0.4294625
10.11124,1,Right,1.18028,2.740086,-0.0147998,-0.3803978,0.4196625,0.7050768,0.4266704
10.12267,1,Right,1.177007,2.739882,-0.009500317,-0.3826863,0.4118069,0.7085446,0.4265336
10.13373,1,Right,1.17618,2.741077,-0.005881511,-0.3864008,0.4136392,0.7040588,0.4288336
10.14504,1,Right,1.175247,2.741832,-0.002830289,-0.389075,0.4155085,0.7000827,0.431112
10.15605,1,Right,1.17504,2.741603,-9.857118E-06,-0.3924023,0.4220821,0.6914459,0.4356257
10.1672,1,Right,1.17499,2.742027,0.002184696,-0.3947396,0.4218456,0.688461,0.4384614
10.17822,1,Right,1.176292,2.741517,0.004932888,-0.3943929,0.4269205,0.682683,0.4428737
10.18899,1,Right,1.176916,2.740576,0.007490404,-0.3913793,0.4299065,0.6805768,0.4458899
10.20049,1,Right,1.178438,2.740606,0.009132065,-0.3920138,0.429561,0.6787877,0.4483857
