Time,Gesture,Hand,Pos_X,Pos_Y,Pos_Z,Rot_X,Rot_Y,Rot_Z,Rot_W
12.5628,1,Right,0.4449516,1.373566,0.1970668,-0.3483154,0.3257911,0.2447713,0.8441703
12.57509,1,Right,0.4444725,1.373487,0.1974807,-0.3483827,0.3255742,0.2448245,0.8442108
12.58538,1,Right,0.4445025,1.373549,0.1970735,-0.3487343,0.3252203,0.2439181,0.8444644
12.59676,1,Right,0.4441854,1.373538,0.196734,-0.349472,0.3235049,0.2416467,0.8454708
12.60807,1,Right,0.4443726,1.373995,0.195209,-0.351089,0.3215256,0.2388729,0.8463436
12.61863,1,Right,0.444838,1.37464,0.1938153,-0.353001,0.3197874,0.2385935,0.8462856
12.63015,1,Right,0.4454401,1.375648,0.1922512,-0.3543319,0.3189369,0.2379232,0.8462391
12.6405,1,Right,0.4466025,1.375827,0.188562,-0.3579611,0.3222284,0.2417537,0.8423704
12.65159,1,Right,0.4472886,1.376407,0.186169,-0.3594741,0.3222313,0.2419856,0.8416581
12.66319,1,Right,0.4503548,1.377469,0.1828371,-0.3580828,0.3303767,0.2466817,0.8377208
12.67502,1,Right,0.4522997,1.378316,0.1791624,-0.3579166,0.3351718,0.2496034,0.8350172
12.68521,1,Right,0.4541408,1.3782,0.1736339,-0.3557574,0.3412977,0.2511417,0.8329949
12.69647,1,Right,0.4565029,1.378722,0.168818,-0.3551843,0.3461229,0.2514142,0.8311642
12.70835,1,Right,0.4581501,1.379605,0.1617749,-0.3589203,0.3503369,0.2506435,0.8280206
12.7185,1,Right,0.4611266,1.380653,0.1560718,-0.3608707,0.3535298,0.2503991,0.825887
12.72933,1,Right,0.4664513,1.381614,0.1506814,-0.362374,0.3609357,0.2465096,0.823191
12.7413,1,Right,0.4704331,1.381948,0.1431197,-0.3629215,0.368997,0.2442766,0.8200355
12.75179,1,Right,0.4751202,1.381873,0.1353961,-0.3615066,0.3821796,0.2414023,0.815461
12.76264,1,Right,0.4789243,1.382343,0.1276332,-0.3618106,0.3904572,0.2401595,0.8117633
12.77382,1,Right,0.4826549,1.382899,0.1185528,-0.3624144,0.4015874,0.2400094,0.8060886
12.78503,1,Right,0.4867141,1.383452,0.1094446,-0.3631011,0.410615,0.2392746,0.8014366
12.79643,1,Right,0.4914808,1.384214,0.1002088,-0.3650142,0.4213559,0.2384716,0.7952076
12.80754,1,Right,0.4959161,1.384443,0.09052531,-0.3658999,0.4301923,0.2373242,0.790398
12.81843,1,Right,0.5002787,1.385156,0.08150271,-0.367308,0.4394362,0.23664,0.7848454
12.82979,1,Right,0.5047216,1.385396,0.07141614,-0.3681025,0.4486281,0.2362719,0.7793645
12.84087,1,Right,0.5091177,1.386213,0.06217197,-0.3682818,0.4586046,0.2413559,0.7718793
12.85216,1,Right,0.5128998,1.386283,0.05159577,-0.3688338,0.4676201,0.2417729,0.7660541
12.86316,1,Right,0.5169689,1.38691,0.04260456,-0.3649147,0.4763529,0.2508467,0.7596059
12.87403,1,Right,0.5204052,1.387117,0.03251411,-0.3631875,0.484638,0.2544407,0.7539766
12.88532,1,Right,0.5243408,1.387401,0.02246301,-0.3608829,0.4920682,0.2584549,0.7488881
12.8966,1,Right,0.5280862,1.387482,0.01276334,-0.3591536,0.4998257,0.2602837,0.7439324
12.9079,1,Right,0.5321355,1.387401,0.003580087,-0.3569989,0.5079711,0.2607257,0.7392829
12.91825,1,Right,0.5350117,1.387426,-0.005280147,-0.3553593,0.515428,0.2619755,0.7344539
12.92968,1,Right,0.5376209,1.387204,-0.01412814,-0.3527771,0.5240771,0.2641488,0.7287777
12.94057,1,Right,0.5394939,1.386873,-0.02200408,-0.3500234,0.5314735,0.2679346,0.7233468
12.95205,1,Right,0.5417378,1.386771,-0.02921076,-0.3457666,0.5380087,0.2734738,0.7184734
12.96262,1,Right,0.5432386,1.386771,-0.03595153,-0.3429916,0.5438141,0.2763489,0.7143208
12.9744,1,Right,0.5451897,1.386694,-0.04383026,-0.3408331,0.5502748,0.2787788,0.7094454
12.98517,1,Right,0.5472702,1.386863,-0.04748643,-0.3402655,0.5523353,0.2789432,0.7080507
12.99637,1,Right,0.5480224,1.386707,-0.05266518,-0.3382649,0.5570968,0.2808383,0.704521
13.00735,1,Right,0.5487692,1.386364,-0.05600561,-0.3365581,0.5594619,0.2820096,0.7029948
13.01832,1,Right,0.5490377,1.386061,-0.05953156,-0.3348342,0.5628804,0.2830546,0.7006652
13.03021,1,Right,0.5493306,1.38521,-0.06194315,-0.3348127,0.5635085,0.2800996,0.7013578
13.04068,1,Right,0.5495071,1.384426,-0.06259073,-0.3340116,0.5658318,0.2758196,0.7015656
13.05215,1,Right,0.5484442,1.383812,-0.06254555,-0.3332798,0.5692443,0.2690847,0.7017684
13.06295,1,Right,0.5473599,1.383761,-0.06201786,-0.3332808,0.5718797,0.2662533,0.7007044
13.55238,1,Right,0.4413083,1.294272,0.2112979,-0.3134972,0.3311956,0.2072056,0.8655027
13.5635,1,Right,0.4431835,1.294938,0.2088849,-0.3115177,0.3345877,0.204166,0.865635
13.57456,1,Right,0.4450911,1.296353,0.2050327,-0.312882,0.3402037,0.1977786,0.8644361
13.58556,1,Right,0.44636,1.297406,0.2011548,-0.3178826,0.344582,0.1949741,0.8615097
13.59723,1,Right,0.4475992,1.298639,0.1976591,-0.3237855,0.3489086,0.1956169,0.8574146
13.60826,1,Right,0.4505386,1.299041,0.1947748,-0.3262992,0.352653,0.1996303,0.8539979
13.61961,1,Right,0.45501,1.298601,0.1907407,-0.3224762,0.3594688,0.206511,0.8509668
13.63065,1,Right,0.4592779,1.298704,0.1852965,-0.3181541,0.3681462,0.2090671,0.8482555
13.64137,1,Right,0.4632922,1.299582,0.1786906,-0.3150771,0.3775487,0.2093401,0.8451983
13.65252,1,Right,0.4673478,1.300004,0.1720802,-0.3142542,0.3849031,0.2092362,0.8422078
13.6639,1,Right,0.4706868,1.301557,0.1647407,-0.3171051,0.3943493,0.204927,0.8378174
13.67444,1,Right,0.4749659,1.30259,0.1578567,-0.3192866,0.4011063,0.2041368,0.8339652
13.68545,1,Right,0.4796247,1.303389,0.1502174,-0.3205684,0.4083846,0.2037863,0.8300175
13.69702,1,Right,0.4845302,1.30403,0.1414728,-0.3218748,0.4168175,0.2042589,0.8251897
13.70813,1,Right,0.4901929,1.304492,0.1325926,-0.3215757,0.4281345,0.2070545,0.8187908
13.71925,1,Right,0.4949967,1.304993,0.1232534,-0.3219554,0.4360426,0.207496,0.8143445
13.73005,1,Right,0.500208,1.305593,0.1124571,-0.3226891,0.4499912,0.2095118,0.805906
13.74098,1,Right,0.504859,1.305804,0.1018412,-0.3231682,0.460045,0.2102928,0.7998111
13.75222,1,Right,0.5094657,1.305579,0.09124476,-0.3232699,0.4743991,0.2117553,0.7909499
13.76333,1,Right,0.5150318,1.30508,0.08105908,-0.3210878,0.4874188,0.2122037,0.7837698
13.77454,1,Right,0.5202898,1.305046,0.07029454,-0.3177108,0.5006285,0.2113418,0.7770236
13.78586,1,Right,0.524758,1.305303,0.0590018,-0.3163602,0.5127959,0.2077657,0.7705777
13.79725,1,Right,0.5287392,1.304977,0.04734733,-0.3162391,0.5237339,0.2062271,0.7636531
13.80793,1,Right,0.5332825,1.304183,0.03878883,-0.3166826,0.5307529,0.2074431,0.7582749
13.81945,1,Right,0.5366066,1.303309,0.02674981,-0.3159101,0.5412457,0.2071218,0.7512353
13.83019,1,Right,0.5423416,1.30286,0.01749736,-0.3110723,0.5487521,0.2132477,0.7460768
13.84178,1,Right,0.5460921,1.302158,0.005490978,-0.3088079,0.5587394,0.2144777,0.7392207
13.85219,1,Right,0.5509397,1.301256,-0.00481555,-0.3074076,0.5683945,0.2098541,0.7337503
13.86385,1,Right,0.5543306,1.300102,-0.01622353,-0.3059937,0.5786734,0.2072405,0.7270188
13.87453,1,Right,0.5568669,1.298966,-0.02437141,-0.3050003,0.5885426,0.2040348,0.7203903
13.88626,1,Right,0.5591797,1.29731,-0.03539014,-0.303263,0.5983233,0.2028112,0.7133782
13.89704,1,Right,0.561825,1.295484,-0.04140496,-0.2960249,0.604539,0.2129197,0.708214
13.908,1,Right,0.5644985,1.29427,-0.04883952,-0.2898877,0.610288,0.2191206,0.7039175
13.91895,1,Right,0.5674962,1.292759,-0.0568929,-0.2849429,0.6154171,0.2212848,0.7007869
13.9303,1,Right,0.5704832,1.290691,-0.06360961,-0.2841156,0.6200845,0.2134094,0.6994497
13.94155,1,Right,0.5723807,1.288824,-0.0708368,-0.2819942,0.6262897,0.2105896,0.6956238
13.95271,1,Right,0.573483,1.286312,-0.07330491,-0.2823336,0.6280018,0.1983646,0.6975334
13.96334,1,Right,0.5736563,1.284705,-0.07486206,-0.2786035,0.6298152,0.1963076,0.6979801
14.4971,1,Right,0.4401776,1.195158,0.1943409,-0.2542587,0.3479205,0.2067739,0.8783783
14.50775,1,Right,0.4426627,1.19584,0.1925568,-0.2557004,0.3483885,0.2060068,0.8779544
14.51969,1,Right,0.4462148,1.195624,0.1885753,-0.2577798,0.3604277,0.2058622,0.8725034
14.52986,1,Right,0.4497961,1.196165,0.1848817,-0.2590315,0.3644777,0.2053925,0.8705588
14.5413,1,Right,0.4534205,1.195794,0.1794241,-0.2591681,0.3778005,0.2052003,0.8648651
14.5526,1,Right,0.4577517,1.196158,0.1744041,-0.2603647,0.382911,0.2046238,0.8623912
14.56358,1,Right,0.4629268,1.196023,0.1672248,-0.2587199,0.3943225,0.2001878,0.8587774
14.57433,1,Right,0.467818,1.196416,0.1605762,-0.259417,0.4008769,0.198135,0.8560041
14.58618,1,Right,0.4749957,1.196503,0.1517861,-0.2596864,0.4151615,0.1946607,0.8498889
14.59713,1,Right,0.4807202,1.196026,0.1432175,-0.2603241,0.4249889,0.1918991,0.8454529
14.60807,1,Right,0.4859084,1.19689,0.132958,-0.2621749,0.445316,0.1932751,0.8340281
14.61891,1,Right,0.4915997,1.196668,0.1229989,-0.2628737,0.4557712,0.1918376,0.8284735
14.63113,1,Right,0.4970946,1.196177,0.1110643,-0.2636196,0.4715205,0.1920645,0.8193194
14.64159,1,Right,0.5013897,1.19715,0.1015456,-0.2617656,0.4841136,0.2022616,0.8100636
14.65273,1,Right,0.5065573,1.198004,0.09069801,-0.2602333,0.4960483,0.209769,0.8013811
14.66389,1,Right,0.5119057,1.197841,0.07891281,-0.2593166,0.5077058,0.2132827,0.7934105
14.67537,1,Right,0.517828,1.196882,0.06704814,-0.2583975,0.5192548,0.2140863,0.7859849
14.68649,1,Right,0.5238516,1.195129,0.05496861,-0.2557544,0.531289,0.2127802,0.7791317
14.69715,1,Right,0.5299357,1.192693,0.04303308,-0.2516419,0.5449032,0.2102417,0.7717223
14.70836,1,Right,0.5344115,1.191274,0.0297725,-0.2490758,0.5594245,0.2069255,0.763012
14.71978,1,Right,0.5391058,1.190669,0.01784738,-0.2485092,0.5727749,0.2021121,0.7545348
14.73054,1,Right,0.5436446,1.189926,0.007857259,-0.2479509,0.5822596,0.201007,0.7477234
14.74147,1,Right,0.5470224,1.189465,-0.002759358,-0.2458132,0.5912271,0.2021006,0.7410679
14.75321,1,Right,0.5499281,1.189136,-0.01404616,-0.2438582,0.5989918,0.2047313,0.7347293
14.76369,1,Right,0.5518973,1.188957,-0.02450023,-0.2422508,0.6068317,0.2064492,0.728319
14.77505,1,Right,0.5545257,1.18912,-0.03508209,-0.2415715,0.6126772,0.2109636,0.7223325
14.78642,1,Right,0.5568242,1.188742,-0.04606344,-0.2403385,0.6200669,0.2141769,0.7154598
14.79657,1,Right,0.5584003,1.188539,-0.05550702,-0.2390533,0.6274735,0.2163404,0.7087505
14.80795,1,Right,0.5606158,1.188091,-0.06562055,-0.2377474,0.63561,0.2165688,0.7018362
14.8197,1,Right,0.5624186,1.187588,-0.07516383,-0.2372262,0.643451,0.2144128,0.695501
14.83083,1,Right,0.5641541,1.187653,-0.08143495,-0.2383882,0.6492868,0.2098883,0.6910461
14.84199,1,Right,0.5647716,1.187438,-0.08853553,-0.237522,0.6556067,0.2093612,0.685515
14.85318,1,Right,0.5647956,1.187094,-0.09610926,-0.2367021,0.6625719,0.2088568,0.6792271
14.86383,1,Right,0.5646883,1.188027,-0.1002226,-0.236134,0.6668072,0.2096559,0.675021
14.87491,1,Right,0.5644302,1.188113,-0.1045168,-0.2372345,0.670494,0.2083014,0.6713927
14.88581,1,Right,0.5640129,1.187832,-0.1084828,-0.2381572,0.6743899,0.2066271,0.6676711
14.89709,1,Right,0.5633657,1.186741,-0.1086932,-0.2422112,0.6719319,0.2002938,0.6706143
14.90841,1,Right,0.5635203,1.186395,-0.1092828,-0.2429187,0.6712109,0.1982697,0.6716812
15.31996,1,Right,0.4258009,1.10266,0.1751776,-0.2142433,0.3757178,0.1478426,0.8894259
15.33085,1,Right,0.4237332,1.100406,0.1787428,-0.2129653,0.3693665,0.1469093,0.8925424
15.34198,1,Right,0.4220531,1.097553,0.1819177,-0.211842,0.3639163,0.1439427,0.8955269
15.35302,1,Right,0.4224252,1.094438,0.1829562,-0.2104721,0.3643291,0.1378423,0.8966411
15.36423,1,Right,0.4216061,1.091198,0.1844468,-0.2087391,0.362059,0.1329918,0.8986959
15.37523,1,Right,0.4232225,1.088794,0.1843951,-0.2057128,0.3671922,0.1273169,0.8981329
15.38629,1,Right,0.4235932,1.086542,0.184009,-0.2033391,0.3672359,0.1238174,0.8991442
15.39772,1,Right,0.4265923,1.087292,0.1794456,-0.2049262,0.3758649,0.1255947,0.894962
15.40838,1,Right,0.4291548,1.086223,0.1764434,-0.2048144,0.3782781,0.1243373,0.894146
15.41979,1,Right,0.4340799,1.086434,0.1700684,-0.2082572,0.3902006,0.1255408,0.8880382
15.43103,1,Right,0.4393216,1.085509,0.1622797,-0.21183,0.4041602,0.1248633,0.8810174
15.44226,1,Right,0.4443314,1.084625,0.1552387,-0.2136623,0.412889,0.1229472,0.8767868
15.45325,1,Right,0.4511412,1.08329,0.1469613,-0.2149803,0.42816,0.1222421,0.8692061
15.4638,1,Right,0.4573863,1.08287,0.136998,-0.2153966,0.4415852,0.1200895,0.8626618
15.47496,1,Right,0.4630656,1.081753,0.1273485,-0.2147131,0.4551506,0.1175506,0.8561063
15.48644,1,Right,0.4690923,1.081217,0.1152148,-0.2145036,0.4693115,0.1135342,0.8490258
15.49728,1,Right,0.4749159,1.080575,0.1028698,-0.215601,0.4831412,0.109352,0.8415064
15.50857,1,Right,0.4815689,1.080011,0.09032308,-0.2172618,0.4976507,0.1063618,0.8329635
15.5205,1,Right,0.4875956,1.079854,0.07713459,-0.2193662,0.5137844,0.110277,0.8220359
15.53055,1,Right,0.4922268,1.079684,0.06467887,-0.218431,0.5258815,0.1189668,0.8133778
15.54171,1,Right,0.4975259,1.079637,0.05082421,-0.2172564,0.5381188,0.1255468,0.8046526
15.55317,1,Right,0.5038866,1.080738,0.03625687,-0.2118535,0.5506423,0.1430124,0.7946437
15.56385,1,Right,0.5089064,1.081192,0.02083043,-0.2073537,0.5644127,0.155283,0.7837921
15.57521,1,Right,0.5140774,1.080771,0.004459137,-0.2040004,0.5800549,0.1587324,0.7724792
15.58627,1,Right,0.5187783,1.080099,-0.01164504,-0.2021025,0.5953925,0.1580694,0.7613649
15.59725,1,Right,0.5227174,1.079617,-0.02571267,-0.2017586,0.6085916,0.1535197,0.7518919
15.60824,1,Right,0.5261723,1.078967,-0.03965754,-0.2020637,0.6204142,0.1499252,0.7428182
15.61919,1,Right,0.5314389,1.078054,-0.0509026,-0.2020339,0.6291855,0.1459337,0.7362142
15.63102,1,Right,0.5353554,1.077422,-0.06453735,-0.1992854,0.6390408,0.1471765,0.7281835
15.64168,1,Right,0.5378495,1.077627,-0.07638011,-0.1953013,0.6489149,0.151669,0.7195578
15.65304,1,Right,0.5404488,1.0772,-0.08863787,-0.1907833,0.6596911,0.157104,0.7097378
15.66426,1,Right,0.5429925,1.076928,-0.1002241,-0.1849511,0.6705213,0.1611485,0.700161
15.67484,1,Right,0.5442078,1.077277,-0.1112998,-0.1821676,0.6796297,0.1627543,0.6916859
15.68623,1,Right,0.5461586,1.077608,-0.1217508,-0.1836198,0.6869689,0.1603695,0.6845723
15.69727,1,Right,0.5475576,1.077355,-0.1303699,-0.1867073,0.6926511,0.1565143,0.67888
15.7085,1,Right,0.5483014,1.076905,-0.13942,-0.1877058,0.6988502,0.1540326,0.6727919
15.71987,1,Right,0.549507,1.076894,-0.1458112,-0.1877573,0.7020301,0.1543292,0.6693903
15.73079,1,Right,0.549692,1.077284,-0.1522545,-0.1859719,0.7057018,0.1569139,0.6654153
15.7414,1,Right,0.5499234,1.076986,-0.1584567,-0.1828706,0.7097214,0.1606824,0.6610862
15.75279,1,Right,0.5496646,1.0776,-0.1635825,-0.1787082,0.7125649,0.1660167,0.6578397
15.76395,1,Right,0.5504183,1.076264,-0.1681057,-0.1742062,0.7158604,0.1673607,0.6551233
15.7749,1,Right,0.5502158,1.07614,-0.1719205,-0.1707139,0.7181759,0.1666175,0.6536963
15.78604,1,Right,0.5497298,1.07577,-0.1756996,-0.1678732,0.7221833,0.167902,0.6496758
15.79707,1,Right,0.5502529,1.0762,-0.1777555,-0.1689692,0.7204792,0.1603501,0.6531823
15.80838,1,Right,0.5493388,1.075874,-0.1793018,-0.1699902,0.7203176,0.1582164,0.6536157
15.81993,1,Right,0.5496283,1.075466,-0.180823,-0.1686488,0.7209333,0.1577962,0.6533859
15.83084,1,Right,0.5492769,1.075673,-0.1813368,-0.1652955,0.7220957,0.1581561,0.652872
32.28781,2,Right,0.5426744,1.253288,-0.009835721,-0.08930219,0.47286,0.526285,0.7010369
32.29888,2,Right,0.5432513,1.251649,-0.007162033,-0.09219583,0.4682755,0.5222161,0.7067591
32.31023,2,Right,0.543758,1.250235,-0.004378142,-0.09358488,0.4647267,0.5194573,0.7109395
32.32207,2,Right,0.5451589,1.249143,-0.001327464,-0.09324756,0.4630002,0.5163677,0.7143529
32.33262,2,Right,0.5477917,1.24824,0.002603749,-0.09142751,0.4620773,0.5118918,0.7183956
