Username,Referent,Animate,ChangeCluster,Swing,StackGestures,UnfoldCluster,SmallMultiples,HeatMap,CloseComparison,Search,OverviewMap,TrajectoryFilter,GlobalArrangement,LocalArrangement,PCA_Arrangement,MDS_Arrangement,Line_Up_Arrangement
,angry like a bear,1,0,0,0,8,2,0,0,0,0,0,2,1,2,2,1
